src_geneid,trg_geneid
55143,3619
9541,79576
2149,2150
10295,91574
4086,6774
593,1738
8243,83443
5747,2534
1398,55211
523,526
9342,63908
4093,79048
904,6898
6722,2275
29894,51362
1834,6696
3627,3659
6362,9094
7145,11155
2521,1477
1742,88
6189,6201
3378,64127
6228,6128
6229,27335
10556,51010
2130,84628
2103,5705
718,25
8664,10314
7311,7874
6144,6122
6125,6143
958,3574
3880,9814
10907,6429
25766,51631
6924,8065
28620,9869
1737,11019
7036,7018
55299,10054
6338,11060
6993,51343
5422,5982
38,283828
1237,2838
2262,2719
7088,55502
1638,3916
5272,7088
9319,9721
6124,6232
5708,5715
10621,171568
6192,6125
6636,6635
11007,23270
3219,51135
3589,3590
3159,1051
56704,57158
7412,3681
25766,51747
6209,6234
9421,9464
1738,54874
51678,11340
3276,7157
6228,6138
10236,10992
6879,2071
3698,10653
9111,374659
5439,8683
79753,1387
6235,7311
6171,6189
1477,83443
6203,6829
867,7332
58480,4690
928,5714
3172,54987
9967,9412
5428,6742
3172,26515
158798,5577
57804,23649
55388,55722
9343,10992
3329,10362
1040,10535
185,624
10951,56946
11277,545
2554,2555
2515,3680
3175,733
11186,83593
968,3687
6274,6276
81,3189
5682,5719
60,2010
3159,3725
3172,93185
1493,3458
6191,6203
6695,4314
5621,3309
8850,1387
54464,51013
26258,55109
6202,6156
5694,5720
2130,283238
3631,823
22826,6431
5686,5717
3550,5217
581,7157
6421,23283
3172,3664
339,51726
6187,6203
6929,2033
6141,6165
339448,10980
1173,51043
4739,5747
1286,1288
4147,284217
204,6193
2954,7760
718,727
941,947
51808,5901
6128,51602
8443,8540
5987,10626
1665,51340
3956,5406
1937,3192
4736,6218
51072,51179
307255,51631
2963,3178
84844,3184
9620,5660
820,5657
32,286552
1477,1478
3172,10056
8440,11052
23148,115708
6138,6167
10236,4691
7157,51588
367,64324
1993,8615
138046,645455
5174,1182
2778,112
5163,5338
602,10524
8892,1965
7316,9802
6125,51154
3172,5707
7531,9402
6628,6635
6678,7052
6133,6234
5928,1107
6636,84967
9425,79813
5432,8683
9329,55703
7786,9175
4086,25828
6633,6636
1019,5934
51616,56893
5438,219541
4354,2995
6453,3798
22826,7307
6929,9464
5430,27044
6853,347344
64425,84172
11127,1996
4100,11074
11224,6168
7128,7529
6224,8664
5432,6210
3565,6776
2534,7301
5692,5691
54552,55153
26959,5934
8644,55791
64750,3394
3688,8038
3005,84273
4893,29127
6500,26190
3737,8514
1385,3725
5213,203100
9507,11096
2962,1022
2140,10736
59343,6612
1869,1643
6202,6222
51100,274
4869,8290
2690,6777
10262,10362
999,6124
998,4983
1736,55312
10263,26038
2781,6001
6154,6231
3190,8440
975,931
5436,57819
2971,6908
55643,9869
6873,6874
6234,51121
8930,8772
9188,3725
7353,55666
6927,91975
10907,8106
6143,25873
8449,27238
6217,6228
3458,3717
990,5684
1185,1186
3845,6654
3655,3690
477,1515
3172,11070
51454,4035
7402,19
3815,4067
9688,27086
84164,445
2710,728294
998,2245
4087,6498
9185,5829
6875,2959
5436,9785
1984,4522
23411,51547
4144,4830
1017,6119
1026,5583
51475,5534
10423,10554
127833,85439
6895,92293
5214,5315
5925,1871
2130,326624
3172,83608
2071,5430
5934,5245
6218,6228
5627,2677
154,2767
834,1956
207,5894
2353,2355
6231,6168
7905,57590
5435,10262
3172,2960
8379,51421
4173,4175
595,2017
6637,3181
6627,24144
409,4792
4086,51295
6324,6327
922,959
6874,902
10270,5576
5685,5702
8723,8724
4189,8655
2107,6181
6124,6776
6871,2647
2533,7408
6635,10914
6170,25873
7448,6696
10926,11200
5435,3185
7056,2147
811,4153
57120,1182
3549,8643
4904,6627
4852,7657
1581,2169
3181,6430
6138,6122
6827,902
24148,27316
9540,65991
5610,7189
6634,6426
32,8309
2139,2771
118427,4653
513,10476
28965,84264
4809,55791
6235,8665
3569,6774
5425,26073
2557,3225
32,28965
317,3303
5688,5707
3172,3295
5361,207
8683,11338
2703,7082
5692,7316
51,26275
56901,11161
3727,4780
8615,89866
6156,6231
5905,6613
5104,5327
930,4067
8559,10465
54995,83940
3146,4204
8664,1981
367,166
6285,6271
6224,6234
6125,6132
7157,8554
4616,90480
84319,219541
1387,8092
5683,5718
472,3364
2852,2859
5695,7314
7414,84733
336,319
3172,8846
79924,10267
3172,7711
3172,6767
1499,8215
841,10392
6632,51585
3172,2316
79924,10266
6123,84172
1270,3717
2533,4068
1742,2064
5269,5340
2972,5441
3276,55791
10992,10081
6602,6597
84164,11124
5601,9402
6154,116832
4595,2956
8233,6634
7263,5644
6457,84836
871,54978
6439,7080
7341,7150
6359,6360
27316,8493
1434,3191
3172,5921
9521,51520
4331,5441
1660,5435
6628,6426
9026,1213
79663,5764
6206,6228
22916,25888
9295,23451
57492,86
9785,51692
6256,9318
65057,25913
7525,6714
7185,7189
7324,64320
7850,8809
890,5934
147912,2140
8664,8663
9049,196
26354,79039
55274,10813
5813,5925
23594,8317
6194,6139
6626,10189
55512,9737
4331,6923
6230,6130
2781,27156
7704,55722
3643,10580
88,51778
2107,6136
933,972
6741,4691
1856,84528
1504,5265
55829,79139
126,1050
3983,29911
4736,6227
2961,2962
1026,5879
3315,55179
3567,3717
5696,7123
4189,10915
81890,9094
3329,10291
2056,8288
9325,2033
6229,112858
6209,6230
1234,79966
8648,2959
55147,57562
8202,6605
9128,7307
6202,6139
6632,8233
54676,253980
4122,51631
6138,6159
9416,10421
8153,29127
7077,7079
3837,3488
3135,10859
32,5537
10169,84528
10497,8447
2713,2820
25963,51008
3556,3654
5436,51692
728642,51602
6997,2661
6626,6627
4188,6890
4067,5511
6133,6229
5270,2147
10248,3315
2962,25920
23309,9734
7082,7122
6160,6224
4654,3065
56998,79656
9569,54512
6122,6124
3248,55239
51684,51222
1080,80331
9905,1956
2099,10912
4087,10401
6189,6224
5050,7088
1053,2623
11346,9223
1915,6189
27340,84916
1814,2885
2335,10514
1173,9779
9342,160
8886,51154
3309,10915
3455,3456
6416,23162
396,23327
9020,29110
1915,6191
3172,1875
6625,55692
2130,11103
7205,54855
221527,3265
8106,51585
6891,811
3560,3565
3054,5501
8751,51429
3172,6751
4998,8318
1387,9586
25915,57763
84844,6634
3257,5620
892,1024
5928,3303
10489,6924
1385,5449
10236,10291
6227,8661
2965,2967
2771,1813
51585,64895
3184,23658
10121,10540
6890,6891
6241,23353
3303,596
100,2908
7277,6144
2071,7469
5437,6625
843,9191
9942,51074
9368,154
3172,60681
2521,10914
6154,6165
51602,6175
55643,5764
3992,9415
23412,26152
80306,90390
3303,328
3172,25936
8065,8451
8178,5434
51008,89932
586,54805
6504,4068
930,5079
23560,51154
5894,11339
6168,55791
8204,3725
2067,2968
3172,9784
2617,124454
6136,86781
6208,23521
2175,2189
84687,148
567,3106
6428,51585
3611,8440
3107,3133
2191,1803
7324,4734
3956,6628
357,126326
392,7454
5691,6642
6159,9045
4086,9091
3172,2705
6432,6629
5441,9939
662,596
9295,9785
79873,92610
5348,5566
119,84465
51366,1642
9282,9967
3172,51805
57649,3065
23521,6157
5682,25788
10907,3178
32,10999
4239,81706
5684,9681
6135,6139
3172,79443
2521,5431
8794,335
3385,3683
5359,9721
8797,11186
25962,135154
9861,5713
118924,54857
4790,22974
5433,6879
580,10915
2962,10907
891,5300
654817,4790
4036,7356
6170,6227
9367,9375
5921,309
2068,2959
6138,6224
841,10134
5716,10197
648,5764
6426,27316
7277,1653
8741,4982
54810,9094
8891,55276
3866,79696
10492,143425
6904,2547
7189,8878
904,2963
3439,10379
5699,5721
1026,5112
2057,5595
10312,51382
292,293
10015,26994
5690,5702
4086,79674
9088,890
5558,23649
1908,2668
3309,7407
3838,6446
1040,56895
1643,1642
8318,4173
5441,5430
7507,2068
3172,7916
6125,116832
2444,8976
56899,4036
11188,3678
8660,5295
26986,3184
3172,79980
801,9340
6447,5126
2771,3973
2317,7048
10476,522
6900,4801
5563,91408
4188,147687
23420,56926
5257,5837
248,2019
7204,387
9049,27068
2108,2110
2316,4867
8784,7186
6262,9472
6749,8178
467,2353
6188,6204
521,10632
1501,5663
8664,1983
60,7515
5111,5112
329,8717
6924,7469
6595,8467
3845,5900
1352,1353
51236,2975
7307,10482
5962,8904
7050,1915
1020,894
653,656
958,3567
5431,10978
7276,8518
1164,29882
10096,23452
54802,128240
8631,2534
921,924
6283,10266
5970,10540
3172,7705
32,79947
993,7311
4595,6117
6154,6155
6203,1974
9463,130026
3320,5931
6136,8493
3988,6301
5673,55660
32,160728
6927,79717
6427,6428
8309,9425
10291,6633
54386,10111
84953,81876
10949,51362
1964,6168
2252,1277
6640,4842
5433,51362
10026,51604
6157,6159
4645,55930
6925,9242
9261,6464
10611,23132
3737,2017
1643,2968
10313,30845
1315,8728
3547,92
2796,7200
6829,51069
348,4133
6633,3185
11218,6628
4780,4899
7046,64743
51362,10189
23636,3550
10924,1620
5905,5903
5791,2885
1950,5296
100133941,4311
6418,688
59343,8312
997,9978
55690,5311
8685,92304
4093,9070
8473,22906
9564,3309
8851,51010
7167,9869
4087,51285
5696,5718
867,3145
10579,8850
55663,80345
6883,2967
320,57576
5437,10621
2059,6464
3172,5210
3458,5699
5436,2073
6633,10362
1432,654817
3172,51326
372,10450
6125,6155
7132,11035
6418,4830
5925,6617
29979,55374
55824,6850
2962,9939
1192,6399
4116,3181
2185,2534
8727,11214
3135,811
6603,80273
2033,163732
6207,8667
1759,5303
5443,4160
1938,5213
6124,6130
57062,6129
11221,1432
9459,84106
920,3700
402120,140032
6189,142
1018,1164
347,348
1007,1499
5441,6432
284169,84978
917,6955
3579,6372
3646,6234
978,54805
5163,94031
4904,27316
6927,25840
5664,29979
6633,57819
6776,6778
5436,6878
6193,86781
9416,6427
6636,10181
6234,8663
4535,7832
5682,143471
3172,1743
27258,90799
3685,563
7038,7184
3172,54938
2130,2194
3192,51692
10153,84365
1363,6117
4089,23090
393,4893
9372,91544
3767,3939
440081,11000
7084,25939
10109,57180
1387,3725
6171,6191
1605,1756
6623,11338
1523,771
2932,4137
2967,2071
940,942
3480,3481
5164,5654
1749,4488
6927,84327
8894,1460
4706,10455
32,5163
3172,716
8260,64172
79370,596
4131,8655
6138,152504
896,5111
26986,6193
23566,2771
23417,83737
4301,10611
1024,5430
9093,3460
5604,5606
1439,5781
3172,84266
6927,23140
6217,6175
5494,1499
9416,9128
3643,8503
3329,10285
1050,6927
5062,25
23521,6159
728642,2335
1359,1736
5013,26511
8661,3065
57178,84749
1284,1282
4089,57510
10891,7068
2648,8850
2547,23054
5654,11331
367,11188
203068,23054
10156,57136
9612,604
25,2048
83755,164592
5439,3192
5432,6147
23770,596
9533,140801
8940,26511
10971,7351
7046,1123
24148,5094
23450,8464
796,799
2547,23411
22841,4645
5921,5894
6143,8565
84823,166614
60,1073
5175,5295
10567,57403
5175,5781
1440,6772
9669,4736
6202,1974
3172,64429
6218,11224
6877,6908
4904,1477
9295,3187
5931,23309
5453,3148
2534,5829
6635,51585
80012,8467
8484,51083
948,7450
5583,10254
9319,200523
8038,5295
2767,7253
3182,10399
1983,6206
240,1437
627,4915
51692,10482
375,51729
3172,10092
6513,7341
25975,6457
10289,51490
2719,10518
1033,993
5888,10635
905,2068
92285,60626
930,7410
351,12
6205,6208
2779,10681
3718,2185
2956,4683
8743,54
5577,8852
55160,10589
6192,6164
154,2769
2067,7508
3191,11338
5198,5471
4088,60436
3172,84319
5464,55062
57120,64207
57610,4233
6230,6233
5685,5698
3172,7286
83862,2805
6164,6129
6217,1981
509,4508
4089,10139
25802,442721
9973,320
5663,1795
2167,57563
1759,51003
6117,641
1956,2069
6235,6146
8175,10914
9627,166
10672,9826
729230,6356
921,6693
25983,26574
5217,3312
5411,83450
5431,23451
4331,983
6736,7757
8672,55131
6154,6170
5698,5721
2673,5710
5600,2005
9617,51409
4173,23594
2962,3185
5469,1387
1523,7528
7088,10736
6187,6234
5694,5716
2101,92906
1994,23543
5530,5478
3861,8717
6929,7329
8615,116988
3716,7253
2197,5707
1399,2889
6201,6208
1956,5781
651,653
10381,6091
5132,6118
1874,1875
1994,54715
4087,57381
5321,5594
3593,57044
472,5591
5557,6119
3059,4067
2512,5764
6872,5970
9643,56254
5217,6853
23621,23062
4110,151112
3172,55224
5683,5695
3172,57128
9188,6175
6205,6141
2897,1742
7058,3676
23220,25777
3480,4734
51562,57325
5434,219541
4851,5663
11007,25843
1977,6635
6924,51224
7082,1499
6745,6746
91746,2010
2961,5430
925,3105
5437,6917
7448,3693
6279,7157
10539,5590
6927,4522
6192,6222
6755,1325
6139,2335
5050,7704
27131,81788
1856,7186
3358,8777
10912,55692
7020,79047
5610,5159
290,3687
1407,7186
56915,23225
5434,3184
51367,10557
7157,1958
8243,6431
10840,92400
1196,6434
998,9094
6209,1975
1238,6352
7276,9638
5777,3937
3336,1915
1439,8288
658,650
1737,3029
10412,84365
367,7329
5689,5711
4152,6839
9045,6147
1739,3763
5027,6840
59343,7341
90678,51252
84844,9416
5861,5867
6428,11338
5883,29127
5594,63979
79753,2033
27340,51742
54808,83699
23195,23481
6160,7311
6209,6143
3929,3958
10651,50804
8675,11311
55147,5764
3172,84680
9296,245972
10256,85415
1601,1857
32,283828
9311,64130
5441,29894
2811,3684
6138,6218
695,1820
4617,801
892,2935
114034,6189
27257,118460
6231,8667
10585,29954
5424,1114
689,5562
166,8910
25957,85313
9669,6143
3172,5476
10181,10421
7185,7187
4615,7098
3185,10262
23223,23481
6628,3191
952,7975
658,121268
10455,286552
6206,8664
2957,5435
8939,11052
2033,1386
2642,54331
3339,5321
5437,6883
6230,8663
3172,9989
6135,6165
994,5015
5436,23450
4701,57519
2203,4783
53822,476
3192,4692
4217,6416
355,54205
5300,10743
27316,10492
6224,6232
5371,7048
5025,1003
3172,29803
3458,3976
1827,7546
4771,9368
596,5525
1509,1510
6202,6133
3092,10087
6156,6176
183,8520
23597,55048
3172,7455
29101,29894
999,283341
2900,2904
51728,57561
1967,1968
1488,11279
9533,23521
672,1460
6625,23020
1272,7881
5578,6814
6156,51121
7448,3486
81488,5701
3093,4738
2972,9328
1523,274
6206,7311
2068,6908
3172,9801
2559,3206
408050,56926
26086,339965
2197,6193
3188,8683
333,9869
2140,54715
4609,5155
8710,10062
3608,3609
5329,7297
10209,140032
6629,11338
554,6295
331,140735
731,51133
10775,402120
1270,3977
5303,23481
1396,6457
602,4790
6633,83443
319128,5485
2963,51585
5577,5567
9454,10369
4188,154313
51319,1915
6203,6122
10413,10971
7431,151254
1500,1001
2107,6129
3921,1981
1994,5757
3791,2277
929,3684
6650,9156
2242,5295
8900,196528
1789,1786
1454,64847
23204,55294
1660,6431
2960,2965
823,637
5925,132660
9277,79954
1263,9319
710,10747
5433,6634
5708,5714
389692,4760
6810,5413
4110,60491
8733,7277
5702,9491
6635,6427
348995,23165
22826,3181
10585,23753
923,214
5433,51497
6123,10289
51586,84246
3912,3908
5721,6233
6493,405
7709,11073
3172,6142
5081,7290
94,331
9901,8936
2775,2865
9722,4842
6877,51616
5970,3303
1950,4318
2230,23479
1161,2072
3267,5870
2534,5338
6229,7311
6908,5451
1742,8880
1234,1237
10946,7307
1537,23521
9541,25957
6193,6176
6187,6193
3981,7520
32,3417
5004,51555
7314,9491
5071,7965
111,112
2064,7375
5887,6996
4292,4438
1340,7389
51309,51566
9125,9337
5045,2621
990,5688
6641,6331
9962,9963
6227,6130
6208,51121
80306,83878
6016,3475
4084,914
10612,3093
8602,26156
6147,10209
1965,1981
4140,25926
5431,9150
10155,1107
3384,7450
6160,6181
26986,10399
9796,11161
6927,10392
2110,5164
7046,57626
6232,8668
5034,5479
55743,2550
921,867
6881,6882
5601,57562
10254,26994
1813,1814
6189,7311
5175,3932
999,6191
6804,6812
5727,28996
10946,11033
6909,6926
5910,387
6122,6134
5356,51340
4185,10863
5725,51585
57062,6175
6606,9094
3572,5777
868,3251
857,5156
2140,9892
3659,3660
1147,7128
990,5696
10181,5437
663,596
90441,9833
5515,57120
3172,3148
6688,2623
6749,6827
10445,80817
51639,8233
3320,4609
4089,81788
5932,22806
5704,5709
6194,23521
6156,116832
5438,51692
57590,79772
10451,5295
87,9499
11063,25805
9643,53371
3916,3920
5020,84817
6206,6229
2492,821
727,728
5432,7469
9349,6154
2885,3845
57819,8175
3175,53822
5977,64207
5594,6714
8082,6445
6634,6628
5053,27077
6122,6156
9611,5465
6624,70
5440,2959
961,6693
3092,6948
1785,22941
64219,3191
3146,4629
91,4089
6165,6173
3688,948
80279,58477
3172,93627
1837,51421
5204,5202
5693,7123
8665,27335
10262,6431
27339,1791
1448,1459
983,993
5810,81631
25942,9643
8880,1400
3837,8789
2232,9615
3726,5599
9669,6161
6634,51639
1387,3441
3716,10399
4851,2547
2962,10992
6749,6923
282618,163702
5719,7314
3188,6428
1915,6138
54205,596
7514,56000
4144,4831
23265,90410
5433,6877
1967,54676
5995,5959
7409,397
84967,134353
22826,10262
1937,9782
6634,6625
5430,6921
11128,171568
367,2119
2840,10672
5603,1386
3175,4998
467,5599
6146,6164
715,5648
523,6241
3667,3845
1780,140735
2739,11313
545,672
1876,6015
3589,4485
27316,5976
142,5599
2643,9453
2125,6707
3172,79660
5985,6117
6135,51490
5241,9612
4086,51304
6168,6171
80223,8766
1493,4067
9185,10928
634,5781
6188,6173
5310,5829
23236,56288
6927,6717
7448,8516
51010,54512
3172,64854
6714,10499
7043,7048
9188,6124
9933,56342
6189,27335
396,2237
10992,51692
9368,2870
7439,9415
1634,197
2016,25806
3106,3107
3702,3190
4306,2288
5579,2650
4318,1278
5557,6117
4100,54471
6147,130672
38,3156
3739,9622
5685,5713
6428,6625
6629,10946
26136,7094
5437,23450
7879,83547
5717,7311
7225,3710
2033,7161
4110,83463
6217,6427
4224,4225
1773,4763
5313,5901
2962,10189
3397,3399
81,87
1105,3065
3172,1540
3558,9046
50617,90423
6184,5928
7057,961
79768,771
26574,79954
51362,51585
9223,2634
3329,10992
3091,8648
1477,6430
3757,4726
5925,10765
93185,928
3241,6175
1973,6203
5359,7355
3172,51004
4800,4802
3579,6387
5336,6452
124,128
369,5199
9802,130617
31,4706
10298,3984
4952,5710
4082,1508
81620,1017
5174,11216
10203,133
5970,4851
4089,54440
2308,7532
5441,2976
22916,220988
26019,1973
10262,10285
1719,9804
8480,9688
4089,79650
4670,10949
90,4893
7784,64772
3172,51175
7391,10947
3688,977
3236,4211
3704,6648
8698,2768
1236,7852
10181,5725
3091,5187
6386,23705
9442,5469
23020,83443
5004,5005
6194,8662
4733,826
3837,1107
6156,6128
2254,2263
26574,27340
3692,29889
4254,8454
1198,57035
6124,51490
1655,7157
92610,3654
7979,55795
5440,2963
1605,1821
222,729515
23059,84062
1384,3836
5430,6188
2908,6595
801,2596
8773,6845
4879,4883
3188,6431
4487,7157
1475,1514
7073,84067
11000,57050
5303,6203
27429,56897
5500,10914
2768,7006
8662,8894
9495,5530
7448,3488
1996,23543
472,641
9627,189
5711,5720
6187,6264
1477,6637
5684,7311
81890,7704
3486,1277
5692,5718
5692,5688
9867,7322
6188,130672
23481,55759
2670,10763
993,5719
3029,22982
7043,4054
864,865
1938,6223
1445,6464
5440,7936
1033,983
8886,23223
3059,10097
1876,7027
176,712
1660,6625
2549,4233
7462,2885
2966,1022
6202,6147
25885,1022
6125,6230
5163,203100
6217,6194
5435,6921
6279,64837
7920,84065
3614,8833
6419,7534
5170,146059
3172,5430
23268,8936
275,84883
8428,51719
5395,55739
6860,6810
8312,1915
6233,6170
951,963
6354,6357
2332,64843
3219,4188
3172,10728
2796,6750
1477,10978
1555,8856
1409,3316
5698,5696
4841,9343
8600,93650
10542,55791
23492,6015
2014,3982
430,3481
6927,4108
57101,90806
1559,5447
572,598
2829,2830
3927,4188
3217,5316
10413,8777
22800,5295
84100,64225
5925,9984
6499,9948
57062,25930
27316,2332
79711,91628
10691,79753
1478,56893
5682,10213
1192,1193
3799,64837
2908,5449
5079,6908
339448,10524
2290,3206
6223,7311
3172,2801
79047,5972
27340,84135
8655,84817
7454,8470
24148,3192
7205,117144
7529,10454
6853,273
509,3698
2967,25920
4706,11000
5980,10459
3146,4790
1837,7402
207,2932
5425,5985
7277,23481
5468,10902
6883,2968
158,6654
3172,6036
3558,7040
2804,10490
29894,64895
7046,5296
5702,6898
3172,64080
351,84570
6135,6143
5604,8844
9478,3710
891,5891
53981,10482
55729,2962
7323,56658
8405,151871
23404,9025
6144,6229
10298,79269
90,7311
5439,5440
7535,919
3627,6387
5883,63967
56896,3309
7414,6401
4904,6626
5431,2068
1196,55031
3005,3838
57154,7311
5075,5077
5691,10197
5437,7343
2043,1945
2068,5887
6188,6142
8850,8031
6224,8666
5595,57563
7936,5434
2318,4867
1995,10273
6659,6664
8664,8668
10971,60491
6204,8663
26354,65083
2908,5894
4116,3185
1629,54853
3190,6632
3578,3596
50717,84705
1478,8189
2033,6927
5290,26060
6449,57003
10116,56929
9318,5599
983,4998
5431,23020
3586,2
6428,9169
6218,6222
8650,4193
367,8805
6429,10482
4287,5886
5049,5071
5440,6428
3093,7157
3205,440275
4809,8683
7514,10762
2962,2071
4149,4609
1647,4616
8648,5914
6141,6229
9343,10594
3172,81539
3148,5451
1475,5764
6625,9129
5700,10197
6231,6181
183,186
3172,553115
7528,6667
5077,7141
5433,8243
9295,10482
7416,7417
6142,6201
64231,341116
7448,2247
9158,140545
192111,3304
10199,27340
3172,9724
4691,6175
26959,8819
5423,5424
302,5111
7625,5430
11338,10421
6625,25766
8773,10152
56949,57461
8086,348995
6812,1020
3375,10267
5691,5720
5441,57819
8773,6843
6123,6159
4736,23480
3516,55109
5837,6271
8795,8772
9611,5134
55684,79173
6654,5295
768,999
5372,51520
4734,7332
9933,26354
5612,6789
11007,220965
9101,22848
6210,8666
9743,9564
3458,10068
5438,6924
7223,3708
5999,2770
5432,6878
2547,5599
22808,83593
22899,2043
2260,10817
4317,4319
9255,91683
2060,161
1154,3716
3750,30818
6224,1965
23154,1130
3622,57120
56243,80145
2521,10946
134,2775
3676,3688
3172,2787
6774,8651
7307,10914
3646,6227
5440,9150
4160,4852
10421,10189
3172,468
6627,10992
5595,114800
25843,8772
4803,4893
5689,143471
3273,2243
48,4790
5163,6528
10295,55244
2035,2037
2068,2074
10484,10802
302,5245
3685,3690
5430,7307
23028,60492
9933,128312
5431,284393
6193,50808
857,5338
9533,2968
6626,29894
3586,9103
9295,6635
1488,161882
2791,11244
9349,6173
1622,60490
5873,11161
6155,6164
6144,6152
3764,10060
10036,8353
1457,11198
27288,6434
3175,4013
23308,29851
1964,6194
1906,1910
5454,6908
3654,8878
85480,6774
4943,347344
351,4811
5436,6628
5093,8175
51691,6632
3183,53981
3175,2160
4998,5694
10179,10363
8940,1063
7249,7532
4144,84735
2146,6611
1653,4736
1511,2811
3760,3762
2107,6189
3565,4049
4188,100131997
983,4609
440081,56267
1298,9001
6141,6218
5431,10949
5594,10318
7052,5925
6927,79973
5049,54776
3055,5329
9669,6159
3172,4904
5438,6426
1051,2908
978,26505
5693,5711
4790,55269
64145,5868
10073,5830
4670,8683
6048,7323
987,27335
307255,60684
6142,6233
1647,2073
133,796
3192,3276
5439,56949
1616,3065
988,51340
3172,988
10672,9294
8658,3557
51669,5826
29882,246184
6201,6218
9942,84076
7372,8562
5709,5714
3976,6774
9414,1495
10555,54675
6261,6271
6730,256922
7454,7456
5228,5281
6136,6171
9400,1385
2091,10885
23451,10907
5795,1956
2274,222696
4904,10262
595,4331
3732,4035
7083,10589
91,4092
6203,8661
6354,1234
6188,6206
2784,2791
79050,81628
6495,9114
728642,10514
1488,1503
1281,7057
5441,6426
1642,219541
6929,9421
1964,6159
239,3852
409,5894
6234,8662
7515,5423
375,8943
4141,2058
23761,221955
993,5706
4582,6714
10236,10949
593,6261
10553,22982
3172,4189
81488,53904
4851,4854
9187,1259
6165,23521
5691,5718
3439,3569
85824,86781
2060,22905
79036,84708
25885,2965
1174,8906
11283,27244
401,1388
7846,83988
2549,6464
2004,2005
6624,58
5885,8467
4218,5861
1856,653121
3175,2158
94,7040
2968,404672
10557,10799
2822,2760
1278,2811
1837,8082
5524,901
11260,8021
3172,51496
5903,9631
6774,9402
9295,51362
11318,133
5695,5721
920,3118
965,1604
56144,7088
1278,3673
4430,4640
10413,23559
6229,7458
5430,9533
4188,5819
402120,130672
6224,6132
6133,8470
8575,54972
2618,10606
65110,26019
3717,5770
1277,5155
905,5433
8493,6426
1159,55090
5438,6627
24148,4670
5704,5715
728642,6129
8773,10228
5507,5540
5725,10914
4904,7020
4736,6142
4058,6464
923,962
10524,4609
54778,4092
1656,9295
468,2963
644314,4498
6927,6754
5914,5469
189,81932
3190,79171
5162,10999
4820,9221
2158,2152
3558,3574
3134,567
3728,1500
596,1017
4116,6628
2962,23450
329,840
9688,4928
8602,55127
50628,10252
10621,8614
8490,2773
6233,1968
6470,54963
5394,11340
53358,4914
3537,6449
2197,4221
6188,51069
8642,222019
3978,5111
3172,141
3172,7424
701,8546
5431,6432
9533,10988
7189,8887
3190,4609
2737,7545
2114,51567
6235,140032
6202,9045
5865,5867
808,5256
1018,1019
51639,9343
2893,5582
7314,26994
4351,84076
1950,10747
4175,6117
3175,1327
476,1515
6878,2967
7311,9045
4654,23462
5883,6236
914,924
5921,6010
1392,1394
7485,5469
3172,8907
4676,8349
6189,8664
7520,5451
3131,10538
6160,6165
5300,1601
4670,10946
5438,84246
6202,6122
4188,79870
3172,10864
5689,5709
6874,138151
1213,83874
6202,6204
1022,2074
5747,5781
7157,25898
3170,3175
4690,356
23199,2969
9612,3164
5424,5557
5921,5788
84991,6628
7056,5624
4208,54345
2197,3065
27301,29789
2968,2071
6217,1973
5594,9402
7283,5347
8863,8864
4791,9020
3320,25942
5787,1499
2348,4067
9343,8106
55929,84900
3172,51075
6120,57109
11098,158345
28988,11184
1817,1818
10933,55929
977,3679
353,284059
4211,5316
5694,7316
2335,6124
4736,6205
7025,2099
5704,5718
6284,2246
8140,6520
958,3558
54880,221184
4902,5979
6168,6176
57761,9869
4301,5818
5236,55276
1793,391
3670,7025
9587,10524
2248,5837
1973,84246
5162,11000
11043,143241
6223,6141
1272,7143
11100,1400
5438,10946
3562,3586
54622,2597
9322,3064
3172,318
3487,7018
57492,6595
51191,595
6161,130672
27304,84264
4617,6929
545,6009
8703,8704
9329,9330
10851,10852
57180,87171
9513,56243
2140,8301
1948,2043
6141,6130
6954,27175
3172,55245
5440,11338
652,655
2099,7157
7094,3690
5708,10197
6130,23560
25804,201895
5528,8500
11216,5577
873,1161
6640,27165
6133,6152
9874,11011
23148,132556
1937,3608
5094,10291
6443,6445
1938,6138
8678,57120
4005,5927
5187,1454
6143,6147
5725,3181
55835,6777
51608,254863
1803,3672
1938,6188
84258,6616
1649,79892
3565,3600
1939,86781
7306,7299
940,2885
4212,80714
6237,83593
3603,4660
3065,23233
2962,2068
6188,8562
22826,6427
23360,3930
59349,124460
6156,6129
10985,55324
3692,116983
331,581
5698,5689
4803,6272
6136,29927
1874,10857
805,5256
5573,2885
7414,79173
2773,2776
5976,3188
5725,220988
3054,219541
6736,7544
43,8292
10625,6434
8022,8087
9992,10008
6175,6159
7336,84966
186,57509
6620,6623
5434,6626
4193,10524
9049,405
7391,2969
57708,6667
3066,23028
5995,26128
9456,3708
6231,6122
6120,7453
1942,2041
50807,9185
3188,4904
6720,64114
5272,51003
1856,5092
114034,10497
1964,6191
1477,4686
3172,4864
2872,8569
6634,23450
999,8562
1844,2048
23590,222967
2068,2967
6135,6181
2230,9054
3172,5934
4100,54780
3185,6427
6205,6176
1200,2055
3578,50616
6780,5813
6210,6176
79042,116461
23521,1981
4050,4055
598,3667
5049,677
56052,57094
649,5118
6137,6165
867,51035
100,2739
177,3146
9295,53981
3172,8464
4172,6772
26986,7458
3172,80304
1975,6203
2903,2185
80781,3791
3172,55670
6844,9146
