src_geneid,trg_geneid
5469,23054
4522,84172
1848,1852
6205,8669
6146,6173
1499,4088
64750,51285
2534,51206
1964,6228
23299,5870
89780,64840
2030,8859
6638,6457
23097,84246
325,2209
7384,94031
5910,5906
1445,9672
220988,3190
1477,23451
1948,2051
1460,55226
10236,51692
64750,5481
896,1870
5917,51520
5625,6528
4194,7321
1740,2977
11007,159989
3172,65982
6921,140461
5436,2068
5303,6128
10898,11052
1993,10273
25928,650
220988,1477
840,842
4216,4616
7220,7223
4089,5872
8648,5241
4254,4485
4071,3301
4035,4193
2962,6908
2071,5705
6123,402120
10912,51631
10301,6470
10015,6456
1161,5432
5432,1477
6144,6235
1501,8502
6850,3192
9525,51534
1232,6355
54552,57696
9425,286552
3172,1981
6169,7311
2271,9891
4998,5719
4880,4883
5050,51003
6139,6206
5339,1997
1656,6500
6154,51727
6191,6130
8533,55805
6118,1400
2563,29979
1956,5777
6194,6147
1843,1850
671,7372
10455,25953
26354,51742
1280,3674
7187,7189
8215,85409
51343,79020
5921,2049
10181,6626
3717,6776
6927,79807
1761,10655
142,9402
5435,27316
2962,56339
3172,51428
1387,5925
4893,5728
5700,5718
5704,7314
5747,7094
1503,5511
2827,2830
5432,3191
5335,2549
3172,10412
4782,89882
79042,283989
64400,10989
4670,6432
55090,10025
5148,5953
3646,9001
9270,4036
860,8841
6143,6129
2192,8076
3172,9252
23658,11157
2912,2776
1356,4057
9261,9402
6929,6925
4609,7161
6203,6176
3172,79794
55775,7150
6046,6477
84991,6635
1915,6194
1911,6015
29927,83480
6885,9146
2130,202559
841,8743
6895,5610
3178,10978
23162,9479
3002,7534
5295,4792
2737,4088
5663,55798
5449,7252
602,6421
54810,9869
31,148811
5562,83955
967,975
3172,866
5692,5713
5608,4217
5255,5837
2099,1051
472,3643
10425,116985
3560,2885
10445,29079
1964,6147
54499,57465
55324,22985
5294,3265
8458,24137
5532,5530
6204,7458
3383,3683
9128,10992
1154,8651
5698,5715
3172,11041
5836,7218
6749,7936
4312,9313
9112,85509
5451,5440
5557,5985
2130,163882
4331,5440
9649,2885
5440,3190
1956,2549
10200,2512
5435,11338
6782,29978
1938,8438
4736,6223
595,1950
652,4681
7804,9784
5440,6917
2810,55749
10611,80212
624,4842
1488,56474
23528,219541
6217,6634
7431,9729
6206,6227
6223,11224
7531,9610
8775,23673
3689,3681
9513,653121
4086,29068
9898,79066
1173,10928
2098,3356
701,4085
6228,6203
10914,6431
8615,64757
8797,8737
4144,55748
208,54475
6711,4771
9400,84246
9343,6635
8602,55226
10362,24137
1381,1382
84164,10970
1406,130951
4223,8153
9706,51631
3960,26065
9262,11261
1796,8660
26173,10522
8988,56944
2819,5710
29903,9869
6599,6760
3172,51626
11313,51003
3551,4790
2965,51497
10330,22877
3172,6626
6882,2068
5486,5488
2622,10514
10382,6421
6813,6844
1844,9402
83480,284393
56949,2073
6135,6154
4706,6713
7718,81576
7341,8554
5440,6924
8087,8440
55758,196743
2957,6875
9743,1000
1968,3646
6229,8666
6224,1981
51362,10482
9442,9443
55503,6281
4237,7064
1478,29979
1291,3959
6599,1051
6670,5928
4508,9551
3191,10291
8470,25801
55823,11311
9267,10139
2780,2783
26275,440275
3187,6427
580,5764
2950,5764
5931,5925
1147,10758
4301,1495
6206,1981
5441,84246
5440,3181
1942,2046
4998,5714
4990,6495
6142,6189
905,9150
5245,5925
9208,2314
7046,57111
5970,3159
6194,6122
5439,23020
5433,24148
6633,23658
2189,2553
5987,23741
3172,363
5664,2317
7003,9686
9794,4854
6866,197131
6430,6627
203068,6905
27229,220082
2814,2815
38,9425
8850,29117
9945,84172
81628,122786
10199,84128
2247,7422
5438,6827
3221,5591
3949,6720
3172,79090
3172,9295
6258,221476
948,3683
898,1017
892,5430
3172,60370
10640,11336
4140,7276
6125,6222
1459,10661
2130,4145
6890,23457
5160,8050
3091,2033
1741,2066
1939,6147
6419,10332
2335,5068
2948,9094
9128,27316
1736,6207
9669,6176
28955,6904
2033,7020
5713,51053
3329,11338
4055,7534
9627,5764
10158,10980
4744,5585
1856,414301
8660,3265
8664,1964
5657,2006
6209,6146
1457,2246
2965,5430
5179,11054
1948,2042
3419,9945
8290,30836
27335,1974
4513,1327
1026,1660
84331,1937
54938,836
9040,131034
823,2875
5567,5570
9551,10476
7128,7533
4109,54780
7046,10783
2157,2158
7157,6117
1286,4147
10163,29993
1973,8894
3837,5744
4303,4089
4686,5901
1838,6645
7709,3693
3172,9049
18,23333
6189,6229
7159,7157
4831,51187
6874,6881
9457,10782
3796,9622
4478,9368
4086,51035
4209,10014
4508,10632
10241,11143
3172,11067
3175,83719
6383,462
3386,3689
5594,26037
658,58473
22826,5438
4086,4090
60491,79734
3565,3716
9694,10328
5465,246329
10907,10949
2665,5867
6160,6173
2109,34
6167,6173
2556,3235
26608,64837
10608,4149
947,3589
3175,3181
2109,11000
5829,5921
4691,1457
6158,6228
9128,3188
2140,4850
2948,7704
708,5590
207,3479
5515,2107
1487,8850
2099,4616
3312,1759
3364,5883
5558,6117
3205,51135
9322,84106
23521,6170
85406,1130
5439,10262
902,2967
9196,23633
2556,2559
6654,6655
1616,5079
6125,10209
7050,4087
11007,55565
9124,140901
834,10134
2975,55703
10621,9329
5976,10492
1371,5970
8808,8809
1642,6119
2203,3836
1493,3932
1006,1499
3487,3489
3638,22937
857,1901
2987,4144
8723,3953
23521,8662
5436,6879
6191,1974
6161,6125
3692,6160
1378,27109
7091,10736
5252,11030
2147,5271
1964,6181
9493,377
7324,220869
3866,90060
11224,25885
367,10084
3670,89884
2888,2260
6927,7498
2919,2532
5436,5432
51639,8175
266747,5906
5581,10254
10399,81628
10535,90353
5438,6432
23223,51742
6188,6152
2071,6118
3172,29099
4188,6495
4116,6632
5985,5426
7465,9134
6427,8632
5649,7436
1029,1877
3172,55603
4144,4832
11016,64207
79833,11218
6637,10914
5436,6749
22918,6436
2332,89884
47,64841
6595,6605
71,4640
2885,5594
9669,6122
3175,11143
920,3558
2357,2771
1396,9001
3172,8110
60,5764
6416,9402
6135,140032
5251,8074
6368,1230
7718,7745
27106,51728
9853,1743
5635,79666
3172,57003
2079,131474
3716,6772
920,1437
81704,23433
9612,83933
23162,5604
3185,10949
6844,6810
22916,5439
84313,79643
55824,7409
5441,220988
10291,10992
9372,25870
2140,6495
6102,403
6235,6130
88,7329
3163,10980
4790,9908
9131,23286
3313,7184
362,4284
7469,9150
9053,59341
55512,10980
10001,892
87,7145
4929,57187
132,3251
3875,10024
7187,8717
4609,5925
3172,79171
4828,4829
2207,4067
5573,5613
10907,3191
10474,51588
7046,83942
4087,10987
6123,6164
23136,51562
2624,161882
5437,6879
23741,5925
64978,5557
3562,6772
3172,83444
3172,23017
7189,10892
9188,10528
2969,9063
23186,79813
5435,6626
3866,5682
3172,55147
2962,6428
9295,2962
27258,84967
1981,1983
140801,283341
3949,4041
85313,222967
3172,4116
4739,5934
51691,57819
6709,286
5725,6430
10513,79594
5592,7138
11231,10952
8880,902
1432,1844
2107,6152
6141,6152
8243,10735
9022,25932
6137,9349
4605,7314
990,5707
930,100133941
6122,6230
5269,5624
10287,10755
1857,5977
1947,2051
6224,6829
9295,6637
57062,5300
54994,80232
8178,2068
1488,23178
54108,79602
1739,8570
9782,3192
2971,2972
7138,79156
23481,6144
1487,25942
595,4605
4089,27156
53826,5987
8106,51362
4666,91408
11007,51207
1022,5914
3172,5714
1655,6139
2109,10998
5394,54512
2107,6168
4134,23339
10445,51729
6629,6427
10914,10978
4353,8288
5777,29760
25776,1499
8668,8669
8664,27335
5892,7517
2819,5764
5431,6633
26994,27342
23286,79577
6158,6168
2516,6667
4478,4689
5441,6427
776,2263
8731,51091
652,656
2138,8301
6927,9445
6233,1975
1665,26354
6128,6189
7013,9231
22911,11170
2099,2101
2171,6278
6160,6203
4356,146712
8202,9612
3751,1742
1063,1062
1938,6147
26960,5576
9512,2395
5439,4809
55629,7704
3185,6432
2919,3576
5440,6618
6247,6523
6187,8894
5715,5719
3172,55119
196,10499
8891,8893
6142,6230
6598,7126
2966,5887
567,2
5295,356
23360,55660
367,3065
8771,356
6128,23521
6256,8805
5430,6430
2010,222389
5691,51053
1839,1950
1743,7704
3183,3187
5970,5241
5929,7277
10209,55176
2958,7157
8233,10389
286,7074
9810,25980
10399,3688
2701,2702
472,7158
5361,5364
6136,10250
40,41
6210,6144
65080,10989
1029,5925
9295,10907
23450,6428
1414,6833
818,9064
3753,8557
6123,6208
383,56648
7090,7101
8648,6778
10923,2976
5438,6634
9416,23450
6154,23521
29979,5687
5441,6431
5423,11143
6878,6883
51669,24138
5441,2965
341,345
5339,6708
11001,81889
8668,8663
9564,5295
9610,3265
909,913
95,1357
993,5686
10451,1956
3727,1649
11143,22981
6194,6136
64232,245802
8673,6804
10992,5591
3563,1437
1445,27240
112,3915
2260,2246
2782,2783
2923,3135
5478,3320
4686,5436
7329,55660
7415,4792
1727,2230
2100,8431
23705,4356
843,8837
7746,55663
2876,2879
3823,3824
22894,27231
3983,3768
4440,79882
53981,4691
1359,56052
4904,23020
114327,777
2521,8106
51554,6363
10291,29894
3315,7157
2992,8908
2695,7432
5245,4720
81620,4172
51503,6230
7965,8880
6223,6167
5685,5709
8638,7067
9733,10921
3312,3337
8672,1977
5558,5983
6625,22916
55201,9083
3880,5108
5439,6628
23020,10949
2130,7536
3020,7089
1386,7546
799,10266
3172,5683
8907,10900
4292,4683
1490,10762
3569,3570
23543,221662
9319,57559
6009,5894
4093,84914
6233,6164
4926,5885
80124,7415
54474,84832
4100,3105
6637,11338
6877,2068
3356,2767
5441,902
1838,128229
22870,55291
6169,6125
3035,9425
5435,6428
4000,5578
6239,196743
1234,6387
23558,83737
5685,5706
6449,51148
1021,1030
1773,6035
3188,23451
6161,6167
3172,5791
3172,4898
5594,3320
10209,130672
59349,84708
6146,6154
5321,9402
55090,219541
7867,23479
905,8178
79833,6635
3172,1211
3567,6357
5701,5710
8856,9970
3172,23256
4994,26713
5866,79734
85445,8573
1019,4087
5683,5717
6194,6173
3481,3482
5896,5897
917,6964
1436,9021
5434,4904
54102,1813
5050,7280
10765,2290
3486,2975
10181,5433
3172,23395
23624,1398
3827,53940
6156,6224
6628,10262
6872,3146
5610,3320
3655,3691
6193,1968
9130,54676
5829,5781
7916,3178
5437,6426
10946,10189
3172,125
1676,1677
84875,4609
65083,79954
466,1386
10399,10492
2887,5604
1470,10274
1387,4928
6209,6136
9796,112840
2109,57609
8664,8667
2874,56911
1108,545
3170,5015
2197,6169
84651,6183
9342,541468
2068,283828
5439,7307
26061,116225
673,2889
5054,5004
5191,29068
3034,5595
6047,54819
10140,29883
3718,6772
5335,4916
29058,6158
26136,8717
4809,6634
999,286004
3181,3184
2676,64096
9330,9328
5052,10549
3718,8027
598,662
93,3626
10412,26354
9669,55312
10885,134430
595,1022
3716,5894
5138,5152
6137,6218
4509,9551
40,9311
5538,57763
26519,81788
7535,27240
51602,23481
790,51700
5553,1107
22826,9343
5595,10174
6625,7307
1964,6232
2521,4809
81857,3054
1459,79577
4163,9589
3190,24148
3172,51002
5921,2242
6125,6232
925,567
5430,6872
6871,65980
3690,4811
4224,10854
3183,9785
22918,1284
3576,9308
55832,8450
4841,219541
5688,5715
1874,11340
9126,22920
6138,6191
10287,2770
6632,5725
3109,967
3172,5166
1995,25979
5162,9589
8470,553115
4188,60496
10001,9412
6194,6134
5148,5158
7046,4089
6192,6139
3172,63929
5720,10197
8904,26292
3175,79815
7186,80125
9590,5576
159,5245
4691,5303
7431,11170
7314,115939
1647,10912
8861,5932
3172,84904
4830,26003
2017,7082
960,6401
3185,7307
7517,9400
5435,51072
1968,1974
10219,23484
2057,6850
6176,9045
6155,6171
3172,8556
3554,3557
8175,29894
84844,9128
10575,22948
7057,3690
2697,5598
8772,843
3175,10640
51690,4886
183,185
5213,94031
998,4688
7702,171568
93145,6092
2647,100
51588,51176
966,9437
6477,55227
6137,6227
801,5836
6602,6605
4654,4205
5692,5701
27316,4670
3175,716
3265,5604
126961,5928
5685,5715
208,10000
7135,7136
23405,55090
57670,79577
5338,274
1058,4085
2268,7375
8664,8665
3586,4254
2701,57165
9319,23564
5432,6637
6201,93974
834,7157
55174,81556
29889,54552
3172,9572
6872,6873
27183,92421
8100,7916
5435,3183
3172,7018
124402,112950
1643,7508
4839,26354
4035,4023
661,5434
9743,1742
4670,1130
10101,10463
11277,90410
958,3683
255061,6870
6366,1238
1044,2627
5441,11128
9590,154
891,10912
81631,23192
6850,7430
6123,6187
6927,366
58500,80817
4444,4445
4690,5771
2160,5104
86781,142940
5565,51422
695,355
1838,23597
4905,5715
6314,1406
3565,7297
513,539
2059,1956
5553,5069
3695,999
5861,6861
27258,27257
6224,6193
2905,1741
3566,2242
9146,23265
6161,6210
2963,6635
4110,27042
1271,5359
7507,2067
2673,5214
199745,8655
3725,1958
1974,1981
1436,2322
823,10419
1773,7020
8764,7186
6878,2960
672,22974
3292,6945
1629,1838
9169,11338
10262,6633
7275,2885
7465,9133
5347,64689
25,2547
10213,5721
3309,5090
3601,7186
7186,80764
6194,7311
1719,23753
7534,3984
8289,10174
3932,4792
8440,51729
9968,9412
1465,81626
6129,6208
57630,4296
3172,55617
5961,1258
3172,84705
1857,10611
1161,2967
5196,7450
2099,9961
5413,51691
9512,94031
5050,1915
22888,7325
8085,7277
3064,7052
360,364
2810,2908
84458,1487
695,7409
1798,8877
1663,11001
7534,3581
409,9266
3172,92106
5566,5567
3172,6943
10923,4800
2099,2274
1973,2197
8607,3621
4656,805
27332,30008
2623,7975
88,7414
3172,6183
2197,6175
5594,2275
11066,6634
5000,6118
2064,6714
729230,6354
498,10476
5495,51176
8886,84365
55512,2661
29979,30008
3552,10456
10426,7283
3565,9103
6045,84148
351,7042
7326,7327
6598,8648
5604,6654
1040,25973
5685,5691
814,5970
2516,55629
27316,80125
5436,2072
9026,10087
55250,3716
5887,8874
7750,10268
3172,56006
9113,7791
6431,10421
836,3856
575,260425
5695,7316
6233,51121
6147,6132
84661,143241
10928,5879
5595,26003
6133,6136
6195,6196
6722,29108
3836,4860
1026,6502
10492,3184
4137,6710
11140,51678
28996,6672
11189,7088
28620,55791
6143,6171
5440,6427
3716,4192
29888,26960
6590,2896
1026,898
3175,89792
3172,6554
3576,2532
3172,22931
2189,154075
1742,8939
1488,2122
3486,2335
10939,90353
8697,51343
377,5710
5830,10992
81545,8609
1831,2353
960,1437
23650,84766
6210,8669
6128,6164
9229,200407
5356,57703
10152,30011
8886,54552
594,593
3172,79029
817,5595
9242,6938
27148,23139
1455,1456
55339,7157
2261,2975
2885,89797
23636,9818
6285,5236
3172,29105
8243,10291
6633,10914
10980,8533
523,9669
6136,6426
1983,6228
9113,983
439,23127
2962,5441
4085,81628
22916,5093
810,80726
6210,6193
6628,3181
11007,27301
576,22941
9128,4670
4049,7124
6634,24148
1994,10273
3383,3678
6443,8910
6155,11224
4686,56339
1938,4736
4998,5682
4144,148811
22800,5894
2068,6118
10200,2661
6633,7307
5435,260294
22881,1454
6432,23451
10528,79954
6616,10497
6154,10775
55902,57609
1143,1136
6125,6157
7290,890
6879,6875
2274,1158
1937,196549
6123,6124
9260,9491
9669,6230
1746,344191
998,4649
81,64759
4292,4436
28996,7341
7076,222019
6128,23560
375,57563
2958,5436
3175,55863
162,10633
10096,55860
811,5327
5276,29979
1353,6341
1861,7248
84991,10362
4116,27316
10775,130672
9513,10534
5438,2068
4664,4665
328,3191
4698,4707
5962,131034
22916,51747
25953,124359
127,10327
6156,6204
8500,5788
2549,5781
7138,11007
55743,1937
4301,54386
3172,1604
5431,7936
6449,9746
27185,7532
9014,9015
8683,57819
9416,53981
6204,7311
11129,84528
90070,4811
7088,7404
9343,10978
6181,51121
3717,6772
23246,65083
10381,284004
5686,5687
10363,55110
5970,6722
5777,2885
10557,11102
4005,51132
55729,9869
51138,8533
6228,51121
8349,8445
9513,10241
11227,2132
163732,1387
3560,3683
1943,1945
79882,124540
8812,10363
6717,10174
55743,5371
3172,54974
10320,64375
8655,9112
7105,1107
440081,10999
8841,23567
3172,7251
2920,3576
3172,83667
5600,9261
3172,366
11333,5155
5695,5719
6152,6164
3238,4097
6154,6160
5584,5607
7410,391
3172,10397
4548,27249
5371,405
5093,6428
6204,6189
81,2926
3845,4609
2138,9444
2091,9933
6462,8665
10181,9128
23321,140885
6142,6123
3172,84614
30008,84528
3172,9694
63940,2261
5894,23415
9933,55131
4656,4211
2261,55698
23521,8669
5365,23113
10207,2906
5080,79734
1378,5939
8243,10262
10063,1915
3644,6667
89846,221472
5914,6256
351,8650
4998,5713
3190,6637
26505,83755
5925,8841
2107,6231
8615,29789
3172,51134
11044,84186
344,5184
1021,5111
51654,1020
9785,10914
3066,5757
7248,7533
9921,10813
1488,64400
7337,29978
6927,51514
6872,10923
2064,6464
10199,92856
2250,2254
5313,81889
5440,6879
59,10575
6139,6142
9699,4218
51,5164
26258,51019
9260,79025
7755,10241
57154,51035
2968,6917
8204,56159
5700,9861
7448,375611
6430,51585
2783,9630
3574,3718
3190,10181
6935,60528
1856,58500
5718,5719
6191,6230
11230,11316
6169,6129
914,3558
6139,51602
857,7186
3172,26240
5999,9276
2562,2567
8648,7068
473,2140
6181,6141
8573,2035
4702,4719
9527,54440
5683,143471
55998,65263
3175,8647
4300,55791
151,152
1665,24144
4067,6850
9343,10262
3172,27238
2017,2885
6827,6924
3692,217
6206,8662
6230,27339
6430,9295
1384,5830
2070,9444
2335,8516
3183,51545
379,5223
7533,7166
5435,9328
3675,3964
1843,1844
5684,5688
22894,23633
6208,8667
5439,3188
4904,5094
80125,81628
808,5260
602,55697
990,5698
10808,1107
6386,29062
26505,158471
60468,7975
7157,7707
5743,7157
10073,7140
672,5430
57062,7167
5511,8726
51534,51562
1974,7458
3172,53373
311,83892
2130,4723
55750,9124
3198,5316
6156,11128
4192,6382
3105,3115
24148,10262
4792,5743
2968,7469
2122,92369
9343,10421
3002,842
3172,55020
3172,25886
1315,3135
5163,160728
2058,3145
1870,1875
6927,140460
1445,4145
7450,3309
5702,5706
5350,3708
25843,4650
64965,9001
1386,1050
8417,146849
6426,27339
58,7094
58529,8557
2208,3383
6427,57018
8804,9229
54165,56658
1736,9933
22916,3183
84186,219988
55755,59343
6171,6176
2870,5957
9416,5094
3295,283828
3486,5340
3175,54658
2335,2199
1456,53944
11236,7428
3622,6205
7307,51362
51280,1195
7431,7534
506,5295
650,656
2138,4848
7145,824
359845,7704
9088,596
5878,64284
641,4683
6714,9019
81488,57862
71,1773
3172,113130
6430,29894
3718,6778
4953,113451
4691,8493
2313,6722
10163,23028
1463,5764
6390,55753
2690,5781
5717,11244
9564,6714
8570,3187
6929,1499
3181,6627
2790,2642
7110,6595
5438,8243
24148,83443
2736,7545
6352,6385
6435,6436
10946,6427
5894,3265
3735,5300
1432,3875
3175,1973
6208,8663
6159,6129
3643,5295
56901,3739
398,391
2074,6917
2444,7454
8569,8672
2271,4191
6154,6158
580,5932
6337,7329
5881,11218
7477,54361
3690,3674
351,3028
958,1437
11224,51121
10256,6788
4212,5087
6138,6132
990,5719
5519,5522
23138,4734
6176,55791
1938,6206
5272,1891
5956,5903
6161,10289
5684,5719
379,6638
4747,51588
3816,43847
7416,9804
9111,55707
9810,10934
5983,10714
5303,6139
1677,5714
4898,87171
207,9479
6144,6203
10891,23054
2872,5594
2963,56339
4953,6611
5170,6197
1025,5439
2899,2900
3717,613
1874,1663
7518,7431
5438,2957
29927,51727
10413,7005
4108,54780
54808,135112
6229,51121
481,485
8533,8615
5881,6010
7321,7324
4145,5829
10482,1660
2161,3818
7013,54984
1981,65083
4809,57819
5449,3725
1663,57609
79947,90353
7270,8850
3172,646
3689,2274
6139,6165
84280,9231
1437,5894
6193,6202
3172,9416
83443,11338
375,22820
54880,9759
6449,5217
3643,5921
1161,56949
5706,9402
9532,219541
6462,327
1161,5440
6192,8662
919,915
705,3875
5708,134510
6202,6157
2521,10189
5702,5707
6152,6203
3035,10455
4035,4043
3175,3661
11315,9063
4691,3001
6136,6181
7917,3303
6428,9939
1386,7186
6478,5178
5465,10060
6634,3181
5817,10053
1856,22893
3921,6142
84108,1876
23059,55212
6908,54457
3667,8660
3458,654817
10163,10096
6223,6124
4000,9371
9343,6629
55217,84246
3172,5565
3910,9094
5747,2268
6866,6865
54675,56895
811,2244
1969,2885
3728,1823
6279,84966
4093,51523
5901,5903
3172,8178
6161,6164
6147,51727
1973,1977
3172,8269
4086,145258
6629,10949
51692,55339
29982,5465
9743,2549
5600,2002
2067,5430
1965,5439
6879,2965
2237,5557
3091,406
6205,6203
3680,3371
4999,7520
6625,9150
4660,5594
2324,7422
3172,8321
613,6714
5440,8106
4292,8930
6430,11338
5634,221823
5170,7775
4998,4171
1399,6655
799,4153
10204,22955
30012,56033
4116,6426
8775,112755
213,8029
5290,3265
658,655
26135,1107
4000,7112
1051,6348
7046,130497
10539,57019
112,10116
3456,3458
4110,78990
10992,83443
6205,9533
28954,10971
5441,84172
10845,29083
3172,84872
4654,3399
7448,5054
4729,3431
11128,51069
3738,138199
905,51497
6927,28973
60,4953
6176,51121
7076,7079
57154,7138
293,1114
6192,6124
5481,3326
6790,22974
55823,57617
5366,598
8797,1280
5702,5716
81847,5217
3172,373
637,841
4085,84239
6155,6129
5686,5720
4242,182
4088,8878
1785,7919
6156,11224
8379,4149
6625,5094
6201,8667
5053,5092
6142,6154
3191,6629
1975,8661
11224,6125
6278,10987
9246,25897
836,1630
6228,6122
1130,7529
3172,9399
5441,6619
3172,6822
3838,7157
794,7277
7006,7294
22826,51692
5587,11033
998,4216
9295,10946
5439,6432
6194,51121
5696,6233
8976,55660
3192,8683
10577,79947
1174,5256
11329,79817
3694,7043
3172,81550
8312,8440
1903,9294
5687,8675
5689,10978
3106,3813
6136,6154
2966,5441
10946,6633
999,5784
6203,27335
6223,7414
8085,5929
7531,6714
51100,581
1029,55388
10714,23649
3964,85329
1017,988
3717,9180
672,6776
3978,5112
6607,6634
65989,83755
6456,7873
7277,6129
84062,85359
471,5471
1837,6640
5300,1457
3107,6941
1238,56477
3300,6233
573,9532
112755,6843
2277,7422
5292,1639
5540,6850
1973,6206
6709,1495
1285,2192
5594,554
6169,6124
162952,79020
5502,5504
2957,84569
3621,9643
55322,84337
2833,3627
4617,3399
10951,1789
100133941,2268
8906,130340
38,10295
3172,55929
8454,8945
79718,8349
60626,2778
3175,318
2060,1759
8436,79873
2261,4726
6605,6714
6144,6194
6445,6442
57062,617
5430,86781
5436,2961
998,5578
5580,5527
6883,6884
2130,5457
1030,5925
2107,6128
53981,8189
6637,6867
9464,23462
84844,6636
7702,10302
487,3667
1147,1499
9637,5590
8243,3188
891,51191
10181,3191
55743,3682
23450,51362
2073,5434
8106,10189
4267,3837
3558,3565
6228,6168
5824,132556
6228,1974
10891,2099
5431,8175
6632,10189
5009,84735
316,7498
3685,5029
3763,5999
5432,8175
51001,51171
8668,1973
3172,51504
9612,2874
3728,1832
3172,53916
59341,4067
1437,1438
1875,7514
6204,6133
1964,6230
5876,1121
4869,84246
1857,11155
4478,3384
8324,29979
65110,5976
23223,65083
3866,164127
6629,22826
6850,7189
6223,6146
6427,10482
5594,6774
3172,10440
9669,6229
6249,8826
4116,5432
1743,9320
10200,83658
3172,4938
9779,11345
4686,220988
595,896
3175,8856
7508,2071
3700,30816
2175,672
7277,5879
3172,2799
3172,28999
6154,9188
2068,51497
6927,4496
2072,5430
9349,23521
9630,10681
5127,7533
4176,7337
8092,60529
4088,4087
4000,26502
6908,1022
23650,85302
2847,5367
30008,79088
60558,94031
6227,6230
7157,51246
3172,1209
5707,5721
8760,54675
2353,7375
6135,6205
4998,23594
6188,6130
178,2992
6462,4502
3002,5272
2963,10189
7097,7189
3692,8886
84844,9785
8648,5469
6850,27240
84218,5868
9343,9128
4085,8881
6188,85824
5911,5894
5861,1026
2316,89790
7157,8794
6137,6194
722,1380
3735,10939
4904,3187
3224,7832
5437,7307
3267,9367
5691,5714
4998,5001
2131,2132
51225,645455
4034,4188
284004,5662
2968,5434
841,8737
4302,8028
2963,7469
3866,51421
5499,5509
5129,8812
335,3078
22918,1286
7508,6996
22894,51010
10694,7203
6138,6147
3172,7703
8900,5001
6222,6136
26287,7157
4297,4302
5683,5709
58157,2775
4297,23645
966,2773
3309,3192
1059,3619
6431,8683
6293,9278
5981,3065
6217,6223
9416,3192
8468,8812
3178,7307
5913,8936
1660,5438
4313,4322
925,8932
8106,9785
5921,51164
3586,3589
1606,59067
4188,10922
6228,1977
6462,339201
929,9402
3561,6464
11165,79754
2975,55718
3175,11224
100,1803
7187,56616
10592,23397
4204,25942
5439,6637
5087,3236
8668,1975
9231,1499
4616,1026
2185,3575
3172,7342
6872,6880
5337,10295
1511,4035
8350,3015
995,5013
29123,10499
5594,28964
6634,3188
5578,4155
3569,3572
9669,7311
3172,89122
898,993
7046,8065
7014,26277
10157,113451
8487,3956
5116,7283
56915,6421
6155,6124
6143,6191
1950,7422
975,977
5436,7936
10451,391
5431,6882
6496,8013
7388,1537
6638,55791
2288,11146
5595,6788
7080,10499
472,4436
1396,9737
1977,6234
6908,2967
11180,7531
3956,3265
4615,7189
1719,2280
2033,96764
538,4159
5720,7431
93589,784
3481,5069
7159,1915
2534,2208
355,8737
23082,4899
4914,4916
7317,10078
6125,6233
6135,6130
1027,1017
6230,6132
9114,10312
3987,8440
4637,11051
4086,2290
10492,4691
1874,50506
821,3133
7031,29979
90,4093
1965,1967
6667,7391
2752,6006
6123,6218
25843,9869
10992,10399
2670,9124
3181,3188
4790,5970
1719,1870
6235,9533
3566,654817
2358,7852
10588,55486
1915,6230
3054,5134
5465,5468
8573,5864
6152,6187
5802,197131
914,960
3551,7132
6224,25873
25804,6606
1477,4809
1655,6129
6164,6168
10907,6427
9699,9545
4188,55367
23481,51742
9025,11065
9221,219541
3641,6013
9802,54165
4331,55968
10427,10483
2130,56673
5394,23513
5440,83443
2962,6426
88,5691
7054,7306
4809,23451
5928,85509
9533,51727
3175,1595
5578,9590
3172,54494
4641,867
6165,6129
1723,4048
5914,29982
3684,83700
6908,9015
6635,6606
51639,6637
988,6426
5093,8683
5440,6908
4200,55748
2060,3268
22916,3191
3175,64834
3055,8935
9188,10514
3303,10273
4809,6430
3183,6429
64750,4087
30837,4690
1813,23413
5432,3183
2968,1022
1871,1875
6927,9519
5093,5094
6279,65108
8631,4067
5696,5699
3486,3483
9455,10369
3172,57826
7046,9306
6144,23560
2670,80022
10174,57492
3716,695
4804,6464
5595,5606
672,4683
85403,22936
8837,9191
843,8795
6233,6134
29911,58500
23326,3073
3191,8175
4809,10914
23450,24144
10912,5111
790,7372
6564,6654
6772,7329
3172,81887
6670,3066
3172,56647
5704,23277
7515,11284
11007,84708
6635,51362
11155,54869
4686,10291
4781,4784
4615,8405
1663,79731
7916,10989
5303,7277
2207,2205
2091,23481
10376,4792
6426,9939
5437,5430
6430,51362
6133,6205
1386,7547
5093,3181
6880,1022
6193,11128
6347,6354
5451,142
7409,29127
58475,54978
8517,257397
940,1437
3678,8518
3172,1445
3383,3561
3172,8690
7469,8178
6201,9349
6122,6161
27121,27123
3713,8061
23136,84966
7681,54551
5036,5925
9491,27316
2177,2189
1615,1915
90,163
8013,10454
3172,4976
6176,6130
1213,83988
3172,6446
10212,84324
9978,8651
9349,6147
9203,2969
4691,23560
661,2971
8777,1814
1641,57589
6749,4331
4670,23450
5437,9328
5435,9939
1983,6218
30000,55324
999,2064
840,3064
890,51191
6878,2966
8208,8518
6133,6159
7917,55603
3192,11338
6160,51121
2332,2481
81631,51631
6158,6129
5335,2263
7187,8792
4338,27304
947,1399
6634,25766
5164,23195
6300,2885
5695,29988
3836,23404
6230,6427
6170,7311
10291,10915
22826,5436
6510,79735
1947,5783
50628,51593
1031,9094
30,158
10381,171546
