geneid,ab40
1277,0.22326832
1278,1.060167356
1281,-0.467172444
1282,-0.015139624
1285,1.889382082
1286,1.162829099
1287,0.486535612
1288,0.092510183
1289,-0.498592643
1290,-1.347172079
1293,0.339389017
1295,1.397586757
1297,-0.418382155
1299,-0.068395655
1300,0.807006522
1301,-1.260198209
1303,0.657832046
1305,0.968536072
1306,-1.11102161
1308,-1.624098378
1310,0.125010881
1312,1.193472426
1314,0.093780478
1315,-1.226509175
1316,0.158807671
1317,-1.107575077
1318,-0.013988578
1325,-0.542583133
1326,-0.487346263
1327,-0.726839744
1329,-0.766881947
1337,-2.866088524
1340,0.626334733
1347,0.066602148
1349,0.894362977
1351,3.244620169
1352,-0.660533308
1353,1.006200783
1355,-1.190773427
1356,2.222808099
1357,0.491182153
1358,0.573565505
1359,-0.3396286
1360,0.451176869
1361,-0.237263591
1362,0.743111819
1363,-1.274831377
1364,0.606443707
1366,1.821539629
1368,-1.331674405
1369,-1.079880464
1371,-0.375771592
1373,0.472865313
1374,-0.473212286
1375,-1.495614811
1376,1.404581552
1378,1.197029877
1380,0.102344988
1382,-0.233177984
1386,-0.2944776
1387,0.241764878
1388,0.499142483
1389,0.273384567
1390,-0.683613621
1392,-0.489608342
1393,0.643462289
1395,0.163702027
1396,0.542649175
1398,0.303182343
1400,0.4770445
1401,1.397875756
1404,-0.971865761
1407,1.004529839
1408,0.456513
1410,0.81421164
1411,-0.234121679
1413,0.175576092
1418,0.661924486
1419,-1.835947348
1420,0.067833209
1421,-0.610719981
1427,-0.401270021
1428,-1.477028862
1429,-0.549939118
1431,0.002928599
1432,0.992939492
1434,-0.936303089
1436,0.584630037
1437,1.21883941
1438,-0.994399799
1441,1.3589131
1445,-0.772151092
1446,1.050930861
1447,-0.761082394
1448,-0.291081644
1452,0.295943701
1453,-0.125614605
1454,-1.290532208
1455,0.224960761
1456,0.938245181
1457,0.429919022
1460,1.789083189
1462,0.238215598
1463,1.235720264
1465,0.650548869
1466,0.270061077
1468,1.339046478
1469,0.839356769
1470,1.973290464
1471,0.427528118
1475,-2.815649696
1476,-1.664660199
1477,0.774732297
1478,0.390990159
1479,0.618316693
1486,3.364591756
1487,1.341505654
1488,1.271998613
1490,-2.033117715
1491,-1.294038141
1493,-0.025447489
1495,-1.106977697
1496,-0.105014844
1497,0.468741047
1499,1.40591208
1500,-1.40667197
1501,-0.086949476
1503,-0.836399997
1506,0.663195318
1508,-0.291121387
1509,0.937110934
1510,1.141690524
1511,-0.830260987
1512,2.162489062
1513,-0.94458254
1514,-0.552676846
1515,-0.536939691
1519,-0.623551119
1520,0.110537237
1521,-0.392376012
1522,0.932979971
1523,-0.060426246
1524,-0.050740436
1525,0.941914522
1527,1.257798313
1528,1.585662655
1534,1.213317888
1535,1.883635712
1537,0.989474628
1540,0.070709239
1543,0.093020691
1544,0.427133629
1545,-1.166508969
1549,-0.004847616
1555,1.116884594
1556,-0.198671389
1557,-0.691112196
1558,0.664848918
1559,1.519321597
1562,-0.917317659
1571,1.107254363
1572,1.246254259
1573,0.551473838
1576,0.809927725
1579,1.185978488
1580,-2.080672557
1581,-0.384600183
1582,-1.220661213
1583,0.004134165
1584,0.545927689
1585,-0.270289622
1586,0.086192123
1588,0.003967242
1591,-0.4797316
1592,0.302291772
1593,-0.087923834
1594,0.98941158
1595,0.436195467
1600,0.419838086
1601,-0.583805553
1603,0.447820709
1604,0.395624646
1605,-0.299090481
1606,1.790929324
1607,1.262162099
1608,-0.680032593
1610,1.292620687
1611,-0.676307627
1612,-0.147010056
1613,-1.138706343
1615,0.912751657
1616,0.371396786
1618,1.416037068
1622,0.257845864
1627,-1.137284426
1628,-0.033769154
1629,-0.742749478
1630,-0.739599473
1632,-0.18304091
1633,0.781886329
1634,-1.278319792
1635,3.112482576
1638,-2.241452429
1639,-0.071254174
1641,0.136176824
1642,-0.009025785
1643,0.486498371
1644,0.316589399
1647,-0.446206395
1649,-0.272691409
1650,0.074119728
1652,0.205400004
1653,-1.339431649
1654,-0.329017605
1655,0.973061926
1656,1.056406224
1657,1.16955769
1659,0.752373249
1660,-0.506509294
1662,0.835926413
1663,-1.274053209
1665,1.791043684
1666,0.303744898
1668,0.453608494
1669,-0.431528621
1671,-0.695997635
1676,-0.716019067
1677,-0.707524502
1678,0.620574834
1687,-1.712407719
1690,0.104482673
1716,-0.703236425
1717,0.66508609
1718,-1.373715273
1719,0.26988759
1723,-1.6638696
1725,0.264214905
1727,-0.313546706
1728,2.246512151
1729,0.1018207
1730,1.490573218
1733,-0.050242809
1734,-0.099828331
1736,0.368915955
1737,0.964920466
1738,-0.499634137
1739,0.344980273
1740,-0.807820702
1741,-0.60842152
1742,-3.422863291
1743,0.612903427
1744,1.502232314
1745,1.181083537
1746,-1.995251412
1748,-0.500434167
1749,0.08058091
1755,0.053825125
1756,-0.26570862
1758,0.208193703
1759,-0.146775856
1760,0.644525018
1761,-1.879319766
1762,-0.245802158
1763,1.124878287
1767,0.600869526
1769,-0.210743441
1773,-0.492442108
1774,-0.560907566
1775,-0.119467281
1776,0.979648807
1777,-0.07069025
1778,0.960554258
1780,0.217307099
1781,0.56671805
1783,-0.348838812
1785,1.017038778
1786,-0.069295284
1787,-0.215051794
1788,0.260796371
1789,0.709962027
1791,0.671207892
1793,1.862122946
1794,-0.107269099
1795,0.579628188
1797,1.553585299
1798,-2.424722833
1802,-0.3151617
1803,-0.678325063
1804,-1.198015093
1805,-0.001127405
1806,-1.216473063
1807,0.114357011
1808,0.545484889
1809,0.568173946
1810,-0.4071215
1811,-0.788639378
1812,-0.448568068
1813,-0.337574945
1814,1.323513335
1816,0.63768303
1819,0.576114757
1820,1.100722806
1821,-1.863963053
1822,-2.547546091
1823,-0.794869983
1824,-1.182829688
1825,0.671960732
1827,1.23098944
1828,-1.690185563
1829,1.503404843
1830,-0.817537279
1831,0.871112648
1832,-0.683424159
1833,-2.472989932
1834,0.052819216
1837,-1.503510143
1838,-0.674101793
1839,-0.132452574
1840,-1.653769109
1841,0.275402219
1842,0.587629009
1843,0.152160254
1845,-0.366593728
1846,0.963741041
1848,-0.843063716
1855,0.084123723
1856,-1.067973139
1857,-0.338432286
1859,0.908882145
1861,-0.623364393
1869,-0.628501449
1871,-0.968699173
1874,0.397685361
1875,-0.611707471
1876,-0.037309523
1879,-1.202010768
1880,0.714414266
1889,2.044833126
1891,1.015262718
1892,0.378229994
1893,-0.800320873
1894,-2.422363122
1901,-0.477339491
1902,1.761332012
1903,-0.481998877
1906,1.427228182
1907,-0.121620347
1908,-1.053069702
1909,-0.373918271
1910,0.061659062
1911,-0.558968012
1912,0.349817472
1938,-1.008971113
1939,0.344476903
1942,0.066501085
1945,-0.210376253
1950,-3.041337652
1955,0.237766098
1956,0.348819106
1958,-0.10751749
1959,0.319256984
1960,0.011835771
1962,0.670743093
1964,0.228508805
1965,1.120248566
1967,1.635043013
1968,-0.333573607
1969,1.55927646
1973,-0.314574222
1974,-0.219932954
1978,0.082567289
1979,1.081028623
1981,-2.090650319
1982,-1.150138961
1983,-0.42872308
1984,-0.501255019
1990,0.672926492
1992,-0.15913831
1993,1.026134009
1994,-1.158359908
1995,0.836946703
1996,-2.426587061
1997,-4.911515318
1998,-1.212622069
1999,1.042400296
2000,-0.431158241
2001,-0.71106727
2002,-0.756744164
2004,0.178809004
2005,0.654450277
2009,1.387917044
2010,1.656479606
2011,0.523965331
2013,-1.220105322
2015,-1.39137228
2017,-0.012420623
2018,0.015750651
2020,-5.782954257
2021,1.683735217
2022,-0.515124945
2023,-1.256606623
2026,1.022199023
2027,-0.474840568
2028,0.796004936
2029,0.390173553
2030,-0.250222244
2033,-1.146160628
2034,-0.366486432
2035,-0.697798946
2036,-0.177514609
2037,-2.086227297
2038,0.05341984
2039,0.869503133
2040,1.122305322
2041,0.105797802
2042,-0.012440084
2043,0.627812709
2044,0.368718102
2045,-0.012965303
2046,-0.439439664
2047,-1.682626782
2048,0.429735406
2049,1.007315332
2050,-0.195394305
2051,0.841177994
2052,0.027345556
2054,0.951423468
2055,-0.895347448
2057,1.543975832
2058,-2.521317992
2059,1.362144509
2060,0.144334671
2064,-0.883970254
2065,0.099161667
2066,-0.825283161
2067,0.966806273
2068,-1.08376501
2069,-0.207234357
2070,-0.021756557
2071,1.11162137
2072,-0.014510487
2073,1.595622776
2074,0.345370069
2077,0.093039194
2078,-0.104339254
2079,-0.017677932
2081,0.6980001
2091,0.676614277
2098,-0.578259991
2099,0.526109401
2100,-0.636973118
2101,-0.246925992
2103,-0.31204592
2104,0.626918113
2107,0.189379222
2108,0.749182026
2110,-2.288205498
2113,0.608717719
2114,0.293186773
2115,0.134078715
2117,0.602342603
2120,-1.484950229
2121,-2.135580645
2123,-0.876223259
2124,-1.605357391
2130,0.329206387
2131,-0.381954668
2132,-1.13990338
2135,2.489480473
2137,2.016792781
2138,1.642739393
2139,-1.171903758
2140,0.419389812
2145,0.697902898
2146,-0.740476216
2147,-0.247190338
2149,0.347248499
2150,-1.507155924
2151,0.791794726
2152,0.437582148
2153,-2.584188784
2155,-1.219313207
2157,-1.326990092
2158,0.952207563
2159,0.851099084
2160,1.184187044
2162,-0.131266836
2165,0.635173245
2167,-2.584867079
2168,0.291751724
2169,-1.080182922
2170,0.327250483
2172,-0.287436532
2173,0.745585464
2175,0.295584283
2176,-1.346008607
2177,0.76453919
2178,-0.053107276
2180,1.224550692
2181,1.315230039
2182,-0.185431099
2184,1.133711363
2185,-0.51197005
2186,0.614912487
2187,0.009197993
2188,0.725023925
2189,0.053783788
2191,0.687245364
2192,-0.360011507
2193,-0.097387954
2194,0.472588397
2195,1.334971344
2196,0.258677005
2200,-1.607372037
2201,0.624627922
2202,0.539787005
2203,0.039797101
2204,2.525710527
2205,1.083282174
2206,-0.075018964
2207,-0.721036204
2208,1.662208323
2209,0.777695399
2212,0.603981236
2213,-1.568690547
2214,0.571568223
2215,0.069985884
2218,-0.251221209
2219,0.772887772
2220,-0.133171463
2222,-0.414091227
2224,0.09197002
2230,-0.338716944
2237,1.455913856
2241,-0.039125921
2242,-0.12042297
2243,0.531409464
2245,0.503277435
2247,0.743974661
2248,1.012573281
2252,2.011483805
2254,0.403443641
2255,-0.828419619
2258,0.844899269
2260,-0.639619102
2261,-0.900794882
2262,0.472063836
2263,1.046111899
2264,-1.209437038
2266,0.119577308
2267,-5.478374719
2268,-1.166061781
2272,-0.576068951
2273,0.621295554
2274,-4.528144852
2275,-0.544769301
2277,-1.175324454
2281,0.440862017
2286,-0.124201986
2287,-1.058042818
2288,0.710456159
2289,0.534369246
2295,-0.071064175
2296,1.624750165
2299,-0.39951073
2305,-1.089222845
2308,-0.751427107
2309,0.383804598
2314,0.432626136
2315,-1.223517554
2316,1.780077639
2317,0.951503186
2319,-0.309569215
2321,-0.026234817
2322,0.543213306
2324,-1.287001171
2326,-0.407078419
2327,-0.957876446
2328,1.458501582
2329,-0.371354471
2330,1.325064694
2331,-0.17335707
2332,-1.083052547
2334,0.1874652
2335,0.624286128
2339,1.331294154
2342,1.150580502
2346,1.30612317
2348,2.33840948
2353,-0.619752687
2354,0.27961547
2355,-0.607704112
2356,0.38861947
2357,-0.259138247
2358,1.461847311
2359,0.966856234
2395,0.177587186
2444,-0.527380517
2475,0.326388244
2487,0.460093342
2491,0.791674791
2492,-0.91715013
2494,-0.969205969
2495,0.716922975
2515,-4.652040983
2516,0.829480124
2517,-0.233098858
2519,0.145414301
2520,-0.496934543
2521,0.532847456
2523,0.455966243
2524,0.174434044
2525,0.492945697
2528,1.42684268
2530,-0.367997517
2531,1.273890029
2532,1.673076635
2533,-3.401011409
2534,0.394592918
2535,0.36779245
2537,0.206463742
2538,-0.339871898
2539,0.429565036
2547,0.172856631
2548,-1.380894059
2549,-0.190477539
2550,0.647639505
2551,0.037332093
2553,-0.237818987
2554,-0.636464632
2555,-0.601778617
2556,-4.670691208
2557,-2.547357368
2558,0.378485448
2559,0.537718839
2561,0.637261971
2562,-0.054178378
2564,0.342920074
2566,0.021765595
2567,1.772267249
2568,0.698216398
2569,-0.254792458
2570,-0.557543971
2571,0.919894049
2572,-3.237054736
2574,0.172030547
2580,-0.04470116
2581,-0.436902777
2582,0.02987599
2584,0.172727036
2585,-1.16827596
2587,0.879367211
2588,-0.375838716
2589,1.049630457
2590,-0.283728392
2591,-0.482945294
2592,-1.215470169
2593,0.081646712
2595,0.532524403
2596,0.06365087
2615,-1.870714256
2617,-0.000354761
2618,0.218106019
2619,-2.543658039
2620,-1.855110006
2622,-0.908215175
2625,0.397117416
2627,-1.808343191
2628,0.906249683
2629,-0.377312092
2631,-0.774519545
2632,-0.413262232
2633,-0.099482247
2634,0.139882106
2635,0.007086957
2638,-0.71983503
2639,-0.052614274
2641,-0.146205037
2643,0.059846085
2644,-0.601027617
2645,0.705911777
2646,0.462314755
2648,-1.028435274
2649,-0.757798689
2651,-0.069321781
2652,-1.058955186
2653,1.478839457
2658,1.812209689
2660,1.720691033
2661,0.889985961
2664,1.054753176
2665,0.198003752
2668,-0.265008472
2669,0.247705578
2672,0.585969538
2673,-1.235108464
2674,0.517069367
2675,2.097879217
2677,0.101774074
2683,1.31438385
2688,0.148745184
2689,-0.348763151
2690,-0.898022077
2691,0.124663471
2692,-0.928195949
2694,-0.258609869
2695,0.199451386
2696,1.472947397
2702,-2.402088934
2703,-1.901498909
2705,0.345871017
2706,-1.242177906
2707,-0.678836861
2709,-0.049615207
2710,-0.164744668
2712,-0.162756163
2717,1.195279528
2720,-0.242155707
2729,0.815334911
2730,0.429439607
2731,1.698234664
2733,2.049583531
2734,0.515414597
2735,1.305082312
2736,0.323369607
2737,-1.292904591
2738,-0.215828648
2739,1.35569943
2740,0.569458837
2741,1.14302919
2742,-1.02020445
2743,-0.213192298
2744,1.692687792
2745,1.366502516
2746,-0.145494673
2752,0.696384034
2760,1.487088887
2762,-0.195280096
2764,0.155907852
2765,1.01194212
2766,0.039405707
2767,0.495214742
2768,0.302947864
2770,0.199051299
2771,0.080754145
2773,-0.583513987
2774,1.31623452
2775,0.264464115
2776,-0.403611668
2778,-0.743831539
2779,-0.238554935
2780,0.753624749
2783,0.31301993
2786,-1.013504919
2787,0.014151346
2791,-0.125561289
2793,-0.842369371
2794,0.730409737
2796,0.994427165
2798,0.755561331
2799,1.305075514
2800,0.271959356
2801,0.229451627
2802,-0.203004922
2803,0.24022866
2804,-0.773036448
2805,1.302043212
2806,-1.162913933
2810,1.191788056
2811,0.842552601
2813,-0.41500601
2814,0.491114544
2819,-0.302348072
2820,-0.043189636
2821,1.675289191
2822,0.896426271
2823,0.550381436
